state,county,year,NonCrop,GM,Tolerant,Vulnerable,Unclassified,total
Kansas,Scott,2009,421348,3125,1162095,5862,120207,1712637
Florida,Manatee,2018,80,0,84,198810,257156,456130
Texas,Hopkins,2018,475,7792,19342,230010,469935,727554
Texas,Stephens,2013,30848,43,77672,2755,315419,426737
Indiana,Grant,2009,302,466111,360821,7491,69080,903805
Virginia,Wythe,2018,216,236,25982,163325,167976,357735
Pennsylvania,Adams,2009,15530,100203,158704,264547,309362,848346
Tennessee,Putnam,2009,1018,5956,3757,29634,176077,216442
Mississippi,Hinds,2016,3299,72685,48348,9303,343891,477526
Indiana,Grant,2010,35,447832,364024,6401,85513,903805
Kansas,Scott,2010,403521,4940,1194788,13238,96150,1712637
Texas,Stephens,2014,44841,477,82181,4117,295121,426737
North Dakota,Kidder,2018,2087,402459,490402,497615,493919,1886482
Pennsylvania,Adams,2010,22773,98215,196946,374711,155701,848346
Indiana,Grant,2011,271,459418,370227,6393,67496,903805
Tennessee,Putnam,2010,1285,13412,6264,113210,82271,216442
Kansas,Scott,2011,452270,3154,1136489,10199,110525,1712637
Indiana,Grant,2012,242,433459,388244,9768,72092,903805
Mississippi,Hinds,2017,4742,88775,28563,18443,337003,477526
Texas,Stephens,2015,45450,344,155984,3766,221193,426737
Pennsylvania,Adams,2011,35846,129085,171275,348761,163379,848346
Nebraska,Boyd,2009,1266,73785,161671,111769,182385,530876
Tennessee,Putnam,2011,567,5180,3948,623,206124,216442
Indiana,Grant,2013,160,420381,401203,12667,69394,903805
Idaho,Butte,2011,36194,0,120864,152732,134871,444661
Kansas,Scott,2012,474774,1416,1118562,13181,104704,1712637
Iowa,Winneshiek,2009,75,252681,566818,47469,372769,1239812
Nebraska,Boyd,2010,219,80468,149776,65151,235262,530876
Texas,Stephens,2016,44469,399,87419,1728,292722,426737
Indiana,Grant,2014,196,465056,366174,9305,63074,903805
Tennessee,Putnam,2012,745,4266,7216,281,203934,216442
Pennsylvania,Adams,2012,44439,109362,200646,380579,113320,848346
Missouri,Osage,2009,413,48391,38790,51323,220164,359081
Nebraska,Boyd,2011,117,91247,180249,116159,143104,530876
Mississippi,Hinds,2018,968,87031,39795,13855,335877,477526
Kansas,Scott,2013,381220,2414,1250472,8484,70047,1712637
Indiana,Grant,2015,15068,491683,330038,10401,56615,903805
Iowa,Winneshiek,2010,1,300284,605471,76353,257703,1239812
Tennessee,Putnam,2013,162,4382,5946,48085,157867,216442
Nebraska,Boyd,2012,103,89244,166614,95900,179015,530876
Pennsylvania,Adams,2013,16693,107098,156724,173830,394001,848346
Texas,Stephens,2017,24508,501,105424,1943,294361,426737
Missouri,Osage,2010,4,41129,35042,16,282890,359081
Indiana,Grant,2016,0,467821,367077,12451,56456,903805
Kansas,Scott,2014,500872,1201,1074336,3396,132832,1712637
Nebraska,Boyd,2013,1014,60556,205220,99935,164151,530876
Alabama,Henry,2009,125797,72676,34685,189138,114143,536439
Tennessee,Putnam,2014,12,8254,4253,11395,192528,216442
Iowa,Winneshiek,2011,0,250803,689808,133915,165286,1239812
Pennsylvania,Adams,2014,5672,106529,147473,160814,427858,848346
Indiana,Grant,2017,51,543514,295909,8588,55743,903805
Texas,Stephens,2018,2567,1078,135500,6573,281019,426737
Missouri,Osage,2011,77,42447,34030,50,282477,359081
Nebraska,Boyd,2014,931,81893,162603,112403,173046,530876
Virginia,Northampton,2009,12459,152988,57207,15368,32106,270128
Louisiana,Franklin,2009,503968,275125,457376,25996,102325,1364790
Indiana,Grant,2018,71,503968,335093,11146,53527,903805
Alabama,Henry,2010,58792,78596,9270,195724,194057,536439
Tennessee,Putnam,2015,379,12546,5930,54731,142856,216442
Kansas,Scott,2015,465917,1046,1178419,3567,63688,1712637
Iowa,Winneshiek,2012,0,214754,609830,83844,331384,1239812
Pennsylvania,Adams,2015,17264,116948,182870,269287,261977,848346
Nebraska,Boyd,2015,789,86733,185257,97562,160535,530876
Virginia,Northampton,2010,10094,154091,65869,13208,26866,270128
Missouri,Osage,2012,125,51503,37900,55925,213628,359081
Alabama,Henry,2011,13959,97373,8280,118107,298720,536439
Louisiana,Franklin,2010,536157,292233,417162,21778,97460,1364790
Nebraska,Boyd,2016,1266,89837,188652,89169,161952,530876
Kansas,Scott,2016,456298,811,1194460,5057,56011,1712637
Virginia,Northampton,2011,17808,136121,41609,10101,64489,270128
Iowa,Winneshiek,2013,3,244915,545484,84997,364413,1239812
Idaho,Butte,2012,37838,0,110393,151766,144664,444661
Pennsylvania,Adams,2016,13609,138274,172660,249844,273959,848346
Tennessee,Putnam,2016,527,13046,6065,45977,150827,216442
Missouri,Osage,2013,33,55049,30705,60295,212999,359081
Nebraska,Boyd,2017,674,103913,187431,86186,152672,530876
Virginia,Northampton,2012,29807,130310,48201,13762,48048,270128
Kansas,Scott,2017,395875,4298,1249301,6344,56819,1712637
Iowa,Winneshiek,2014,0,253229,621611,95111,269861,1239812
New Mexico,San Miguel,2015,7284,0,1998,15209,97410,121901
Tennessee,Putnam,2017,514,14484,5751,68341,127352,216442
Pennsylvania,Adams,2017,563,142428,181159,278699,245497,848346
Alabama,Henry,2012,57476,101317,16983,191495,169168,536439
Louisiana,Franklin,2011,483919,265608,494518,15572,105173,1364790
Nebraska,Boyd,2018,1038,110753,179444,101198,138443,530876
Virginia,Northampton,2013,44268,127349,40054,6152,52305,270128
Wisconsin,Taylor,2009,1828,69438,219358,352841,124240,767705
Missouri,Osage,2014,73,48036,40346,56607,214019,359081
Kansas,Scott,2018,431221,2931,1218701,5635,54149,1712637
Iowa,Winneshiek,2015,26,266882,648269,82368,242267,1239812
Texas,Howard,2009,21469,552226,173660,1302,219352,968009
Tennessee,Putnam,2018,206,16630,6614,71775,121217,216442
Pennsylvania,Adams,2018,11838,155537,174119,272112,234740,848346
Virginia,Northampton,2014,23794,136985,50433,10097,48819,270128
Alabama,Henry,2013,58072,118808,20528,167583,171448,536439
Louisiana,Franklin,2012,422738,290280,521668,16483,113621,1364790
Missouri,Osage,2015,13810,38179,39769,67414,199909,359081
Wisconsin,Taylor,2010,2026,71677,215277,272436,206289,767705
Virginia,Northampton,2015,38,177527,43724,8630,40209,270128
North Dakota,Oliver,2009,7373,1115,465469,180959,292350,947266
Iowa,Winneshiek,2016,16,255473,654394,96804,233125,1239812
Texas,Howard,2010,27206,634570,89631,342,216260,968009
Alabama,Henry,2014,28667,85328,24111,228165,170168,536439
Indiana,Huntington,2009,93,388265,334927,9771,80225,813281
Missouri,Osage,2016,77,53606,46604,75621,183173,359081
Virginia,Northampton,2016,264,162459,59151,9970,38284,270128
Louisiana,Franklin,2013,481673,236268,535872,8844,102133,1364790
Indiana,Huntington,2010,203,409161,312605,7764,83548,813281
Iowa,Winneshiek,2017,1196,270364,653847,85325,229080,1239812
North Dakota,Oliver,2010,5473,7797,387504,247767,298725,947266
Alabama,Henry,2015,49523,98901,59964,187875,140176,536439
Texas,Howard,2011,26170,696464,18894,152,226329,968009
Virginia,Northampton,2017,0,144962,80243,6635,38288,270128
Wisconsin,Taylor,2011,7474,74761,251275,247489,186706,767705
Indiana,Huntington,2011,94,397210,325422,9301,81254,813281
Missouri,Osage,2017,385,58927,39086,105637,155046,359081
Idaho,Butte,2013,60405,0,100568,186103,97585,444661
Mississippi,Tallahatchie,2009,81983,718791,174911,12404,181507,1169596
Iowa,Winneshiek,2018,9,275001,658151,78221,228430,1239812
Virginia,Northampton,2018,2836,154334,65389,9309,38260,270128
Alabama,Henry,2016,47283,89716,55022,205229,139189,536439
North Dakota,Oliver,2011,8111,10193,402257,295114,231591,947266
Louisiana,Franklin,2014,408617,410406,365481,81617,98669,1364790
Indiana,Huntington,2012,101,358388,355925,12060,86807,813281
Texas,Howard,2012,29945,699566,30802,718,206978,968009
Wisconsin,Taylor,2012,3452,75030,265015,291721,132487,767705
Indiana,Huntington,2013,178,348452,370345,11693,82613,813281
Missouri,Osage,2018,60,62620,37550,105657,153194,359081
Alabama,Henry,2017,42388,70463,92270,199845,131473,536439
Mississippi,Tallahatchie,2010,112553,663857,229310,54675,109201,1169596
North Dakota,Oliver,2012,3458,16579,421388,259694,246147,947266
Texas,Howard,2013,15934,684994,35770,664,230647,968009
Virginia,Harrisonburg,2009,41,117,1643,1416,5518,8735
Indiana,Huntington,2014,9,392545,337192,13941,69594,813281
Louisiana,Franklin,2015,241404,476290,369063,180284,97749,1364790
Virginia,Harrisonburg,2010,245,355,1508,1794,4833,8735
Virginia,Harrisonburg,2011,128,112,1307,1272,5916,8735
Wisconsin,Taylor,2013,4462,45357,277834,304621,135431,767705
Virginia,Harrisonburg,2012,316,165,1086,1338,5830,8735
Alabama,Henry,2018,77927,128094,21668,176145,132605,536439
Indiana,Huntington,2015,14104,403908,316084,13369,65816,813281
Virginia,Harrisonburg,2013,210,75,950,1020,6480,8735
Virginia,Harrisonburg,2014,40,464,756,1257,6218,8735
North Dakota,Oliver,2013,22910,19963,404870,258439,241084,947266
Mississippi,Tallahatchie,2011,136464,608673,267275,16928,140256,1169596
Virginia,Harrisonburg,2015,259,105,1239,1881,5251,8735
Texas,Howard,2014,6834,707024,40138,1220,212793,968009
Indiana,Huntington,2016,0,413294,325127,15900,58960,813281
Virginia,Harrisonburg,2016,434,297,1149,1575,5280,8735
Louisiana,Franklin,2016,309226,289090,484380,185223,96871,1364790
Virginia,Harrisonburg,2017,50,404,1264,1861,5156,8735
Virginia,Harrisonburg,2018,29,479,1209,1935,5083,8735
Wisconsin,Taylor,2014,3493,73570,235148,320006,135488,767705
Indiana,Huntington,2017,2280,437417,296631,15258,61695,813281
North Dakota,Oliver,2014,3641,46923,434796,267401,194505,947266
Mississippi,Tallahatchie,2012,94853,626712,250616,20247,177168,1169596
Texas,Howard,2015,8823,708381,60760,492,189553,968009
Indiana,Huntington,2018,72,461989,274208,18771,58241,813281
Louisiana,Franklin,2017,25525,490590,439919,311392,97364,1364790
Virginia,Winchester,2009,14,19,78,509,1966,2586
Virginia,Winchester,2010,19,26,278,1088,1175,2586
Wisconsin,Taylor,2015,11289,99198,231840,308478,116900,767705
Virginia,Winchester,2011,3,18,84,519,1962,2586
Tennessee,Roane,2009,96,427,1467,11003,86506,99499
North Dakota,Oliver,2015,6908,49091,426061,275238,189968,947266
Virginia,Winchester,2012,8,11,46,619,1902,2586
Virginia,Winchester,2013,26,0,11,538,2011,2586
Idaho,Butte,2014,52869,0,73838,201859,116095,444661
Virginia,Winchester,2014,3,3,38,705,1837,2586
Mississippi,Tallahatchie,2013,87495,606575,281010,9664,184852,1169596
Texas,Howard,2016,24308,681335,56929,11734,193703,968009
Virginia,Winchester,2015,2,2,15,821,1746,2586
Virginia,Winchester,2016,32,1,13,729,1811,2586
New Mexico,San Miguel,2016,3649,3,3188,13995,101066,121901
Louisiana,Franklin,2018,30432,526294,450180,259472,98412,1364790
Tennessee,Roane,2010,188,1483,2609,55386,39833,99499
Virginia,Winchester,2017,1,3,21,765,1796,2586
Texas,Wilbarger,2009,28328,70258,1103655,28491,224922,1455654
Virginia,Winchester,2018,1,12,24,831,1718,2586
Pennsylvania,Mercer,2009,53982,92455,192265,196093,242821,777616
North Dakota,Oliver,2016,4131,57739,447887,236013,201496,947266
Kansas,Washington,2009,1495,401768,703543,46184,336716,1489706
Wisconsin,Taylor,2016,2896,99547,212201,336160,116901,767705
Iowa,Crawford,2009,23,619906,871806,13707,272980,1778422
Texas,Howard,2017,8097,668000,76266,18627,197019,968009
Nebraska,Brown,2009,844,38051,203661,41308,128977,412841
Mississippi,Tallahatchie,2014,113044,607074,227326,20286,201866,1169596
Tennessee,Roane,2011,48,485,1052,50,97864,99499
Missouri,Clay,2009,1893,105373,57096,45164,128553,338079
Pennsylvania,Mercer,2010,69962,84349,193233,232142,197930,777616
North Dakota,Oliver,2017,1158,91872,431354,225134,197748,947266
Kansas,Washington,2010,2344,537671,645932,39358,264401,1489706
Iowa,Crawford,2010,5,708383,909179,23216,137639,1778422
Missouri,Clay,2010,4,93152,51242,12,193669,338079
Wisconsin,Taylor,2017,13127,123653,200297,318605,112023,767705
Tennessee,Roane,2012,37,216,831,45,98370,99499
Texas,Wilbarger,2010,23258,114967,836872,12759,467798,1455654
Texas,Howard,2018,7896,727776,53853,3897,174587,968009
Nebraska,Brown,2010,674,58736,168331,5937,179163,412841
Mississippi,Tallahatchie,2015,138418,696051,161503,14983,158641,1169596
Missouri,Clay,2011,32,94796,55453,87,187711,338079
Pennsylvania,Mercer,2011,54824,95239,231490,254982,141081,777616
North Dakota,Oliver,2018,731,127327,401972,239698,177538,947266
Iowa,Crawford,2011,36,637817,933889,61526,145154,1778422
Kansas,Washington,2011,1066,485165,751492,31332,220651,1489706
Tennessee,Roane,2013,44,322,924,6719,91490,99499
Nebraska,Brown,2011,128,32981,217059,39197,123476,412841
Missouri,Clay,2012,334,102104,67474,30032,138135,338079
Wisconsin,Taylor,2018,280,143850,193903,320118,109554,767705
Mississippi,Tallahatchie,2016,140193,620102,228990,27506,152805,1169596
Texas,Wilbarger,2011,38592,129503,784503,15490,487566,1455654
Pennsylvania,Mercer,2012,80575,107982,234364,231172,123523,777616
Iowa,Crawford,2012,0,597886,960816,31118,188602,1778422
Missouri,Clay,2013,94,101046,68592,25580,142767,338079
Tennessee,Roane,2014,70,705,668,5353,92703,99499
Kansas,Washington,2012,1799,541778,658491,31737,255901,1489706
Nebraska,Brown,2012,159,43319,206881,34427,128055,412841
Missouri,Clay,2014,1614,109337,65192,32532,129404,338079
Idaho,Butte,2015,45562,0,78619,221917,98563,444661
Iowa,Crawford,2013,3,603694,958031,41396,175298,1778422
Pennsylvania,Mercer,2013,40042,87443,200295,118722,331114,777616
Mississippi,Tallahatchie,2017,8398,816401,160311,32286,152200,1169596
Tennessee,Roane,2015,19,1407,960,21028,76085,99499
Oklahoma,Woods,2009,45647,2508,870953,50974,283619,1253701
Kansas,Washington,2013,1593,447643,716498,72499,251473,1489706
Texas,Wilbarger,2012,27548,91195,919532,26841,390538,1455654
Iowa,Crawford,2014,1,656447,913563,43912,164499,1778422
Missouri,Clay,2015,47656,70035,60823,27088,132477,338079
Nebraska,Brown,2013,156,46908,208400,50983,106394,412841
Pennsylvania,Mercer,2014,33454,104354,174053,136178,329577,777616
Iowa,Crawford,2015,311,657006,934934,36352,149819,1778422
Mississippi,Tallahatchie,2018,54759,793532,143988,28391,148926,1169596
Tennessee,Roane,2016,24,927,1354,20573,76621,99499
Missouri,Clay,2016,2888,107276,75589,34908,117418,338079
Virginia,Appomattox,2009,726,4122,10914,108948,130345,255055
Kansas,Washington,2014,293,411212,515912,27109,535180,1489706
California,Monterey,2009,47870,2198,174274,427942,842957,1495241
Missouri,Clay,2017,140,114844,70141,33831,119123,338079
Iowa,Crawford,2016,83,589621,996150,41870,150698,1778422
Tennessee,Roane,2017,15,1140,1453,32096,64795,99499
Pennsylvania,Mercer,2015,65827,126281,177928,199153,208427,777616
Virginia,Appomattox,2010,507,6477,4127,116679,127265,255055
Texas,Wilbarger,2013,22253,60655,884826,39380,448540,1455654
Indiana,Knox,2009,47627,519652,471078,19095,83416,1140868
Missouri,Clay,2018,5,116000,70818,42183,109073,338079
Iowa,Crawford,2017,2,674111,927161,35248,141900,1778422
Nebraska,Brown,2014,107,57347,192030,62198,101159,412841
Virginia,Appomattox,2011,358,7934,2950,84796,159017,255055
Alabama,Lauderdale,2009,4069,162147,86783,100934,293781,647714
Kansas,Washington,2015,9806,498300,697969,49695,233936,1489706
Tennessee,Roane,2018,88,1297,1263,29287,67564,99499
Iowa,Crawford,2018,48,674370,918051,43602,142351,1778422
Pennsylvania,Mercer,2016,60556,127902,182695,195154,211309,777616
Oklahoma,Woods,2010,104363,3252,809318,52256,284512,1253701
Virginia,Appomattox,2012,561,8188,4391,77173,164742,255055
Indiana,Knox,2010,388,479866,539851,17491,103272,1140868
Pennsylvania,Mercer,2017,13745,135915,191943,230801,205212,777616
New Mexico,San Miguel,2017,2058,13,4033,12260,103537,121901
Nebraska,Brown,2015,227,51445,208836,14270,138063,412841
Texas,Wilbarger,2014,26954,80705,884915,29007,434073,1455654
Virginia,Appomattox,2013,1653,8221,4067,113291,127823,255055
Idaho,Butte,2016,32188,0,83002,236408,93063,444661
Kansas,Washington,2016,2479,533340,679757,52273,221857,1489706
Alabama,Lauderdale,2010,4135,164716,79662,128675,270526,647714
Virginia,Appomattox,2014,1568,12484,2727,122759,115517,255055
Pennsylvania,Mercer,2018,26103,133170,198248,223352,196743,777616
Indiana,Knox,2011,4651,496555,512363,8732,118567,1140868
Nebraska,Brown,2016,949,45286,213941,14418,138247,412841
Wisconsin,Brown,2009,617,87453,346469,210350,196402,841291
Kansas,Washington,2017,65,614317,617983,45459,211882,1489706
Virginia,Appomattox,2015,2377,10425,7502,170309,64442,255055
Texas,Wilbarger,2015,25644,91353,910282,49006,379369,1455654
Alabama,Lauderdale,2011,945,133232,86158,33305,394074,647714
Virginia,Appomattox,2016,5689,8825,5644,161851,73046,255055
Oklahoma,Woods,2011,107084,990,861579,57953,226095,1253701
Indiana,Knox,2012,359,435919,581773,11787,111030,1140868
Wisconsin,Brown,2010,516,76679,350165,218867,195064,841291
Kansas,Washington,2018,131,563659,666631,64234,195051,1489706
Virginia,Appomattox,2017,10722,10494,5915,167260,60664,255055
Michigan,Chippewa,2009,13752,190,6603,355164,215172,590881
Nebraska,Brown,2017,65,65492,197021,24397,125866,412841
Texas,Wilbarger,2016,35102,95560,875152,48849,400991,1455654
Alabama,Lauderdale,2012,7069,135932,109136,102822,292755,647714
Mississippi,Tippah,2009,1843,64483,8040,40125,157256,271747
Virginia,Appomattox,2018,4046,11357,6864,169906,62882,255055
Indiana,Knox,2013,712,471424,535635,21222,111875,1140868
Wisconsin,Brown,2011,1176,74130,348322,201329,216334,841291
Missouri,Gentry,2009,22146,244095,132259,118242,288336,805078
Iowa,Story,2009,36,488120,725265,3239,105426,1322086
Mississippi,Tippah,2010,4683,54780,7513,89339,115432,271747
Missouri,Gentry,2010,33,198204,134068,38,472735,805078
Nebraska,Brown,2018,307,70512,192911,28549,120562,412841
Wisconsin,Brown,2012,1388,71934,360891,226202,180876,841291
Texas,Wilbarger,2017,97709,180920,696015,85753,395257,1455654
Alabama,Lauderdale,2013,2972,167080,89075,90382,298205,647714
Iowa,Story,2010,3,522730,713207,8988,77158,1322086
Indiana,Knox,2014,1923,485299,534362,18244,101040,1140868
Mississippi,Tippah,2011,7901,49908,15905,79802,118231,271747
Idaho,Butte,2017,2672,0,101327,244046,96616,444661
North Dakota,Hettinger,2009,5317,356,1517694,402161,610530,2536058
Oklahoma,Woods,2012,97965,1158,856951,53670,243957,1253701
Missouri,Gentry,2011,6,214096,154519,2514,433943,805078
Iowa,Story,2011,9,472280,766768,20443,62586,1322086
Wisconsin,Brown,2013,2282,71368,353910,207062,206669,841291
Mississippi,Tippah,2012,1321,52987,15578,50545,151316,271747
Missouri,Gentry,2012,56,265827,147692,71605,319898,805078
Alabama,Lauderdale,2014,3508,155502,107835,92288,288581,647714
Texas,Wilbarger,2018,85964,212365,717328,73414,366583,1455654
Indiana,Knox,2015,3547,517022,517444,21110,81745,1140868
Iowa,Story,2012,98,467783,755638,12007,86560,1322086
Michigan,Chippewa,2010,21645,166,11592,424451,133027,590881
Wisconsin,Brown,2014,1107,93815,327767,230111,188491,841291
Mississippi,Tippah,2013,584,58057,7758,36740,168608,271747
Missouri,Gentry,2013,347,238260,188240,79332,298899,805078
California,Monterey,2010,73212,2090,182155,377318,860466,1495241
North Dakota,Hettinger,2010,12998,763,1442394,466057,613846,2536058
Iowa,Story,2013,23,492500,737286,13663,78614,1322086
Pennsylvania,Fulton,2009,395,2732,39525,134632,127023,304307
Missouri,Gentry,2014,443,273707,166748,95553,268627,805078
Mississippi,Tippah,2014,3505,48532,15552,62061,142097,271747
Indiana,Knox,2016,5688,502619,527528,25215,79818,1140868
Wisconsin,Brown,2015,1881,91055,336737,251551,160067,841291
Alabama,Lauderdale,2015,1379,179712,99756,65656,301211,647714
Iowa,Story,2014,307,515766,717561,14669,73783,1322086
Pennsylvania,Fulton,2010,230,2500,46204,164525,90848,304307
Mississippi,Tippah,2015,285,75277,6001,13687,176497,271747
Missouri,Gentry,2015,151060,175027,116826,96177,265988,805078
Oklahoma,Woods,2013,67787,778,844325,46164,294647,1253701
Tennessee,Sevier,2009,12,1498,1163,6450,123081,132204
North Dakota,Hettinger,2011,24206,33,1472648,623994,415177,2536058
New Mexico,San Miguel,2018,3618,118,3124,23181,91860,121901
Louisiana,Iberia,2009,53502,37895,288238,3623,74783,458041
Wisconsin,Brown,2016,898,87832,339225,258025,155311,841291
Iowa,Story,2015,844,518874,718450,12792,71126,1322086
Pennsylvania,Fulton,2011,1315,2337,64465,198874,37316,304307
Alabama,Lauderdale,2016,927,177533,110148,39462,319644,647714
Indiana,Knox,2017,11627,524159,504275,23450,77357,1140868
Missouri,Gentry,2016,422,270659,183609,138259,212129,805078
Mississippi,Tippah,2016,169,69861,9863,14557,177297,271747
Nebraska,Polk,2009,911,343324,611810,16982,84357,1057384
Wisconsin,Brown,2017,23183,108510,319555,236473,153570,841291
Kansas,Bourbon,2009,902,162773,42376,72440,917826,1196317
Iowa,Story,2016,122,452232,787179,12815,69738,1322086
Pennsylvania,Fulton,2012,768,4792,60033,206377,32337,304307
Tennessee,Sevier,2010,291,3539,6654,101760,19960,132204
Missouri,Gentry,2017,5,303071,150214,118785,233003,805078
Mississippi,Tippah,2017,395,76117,9858,27286,158091,271747
Idaho,Butte,2018,2942,0,87434,264145,90140,444661
Nebraska,Polk,2010,249,377642,560154,14654,104685,1057384
North Dakota,Hettinger,2012,9808,121,1513130,650014,362985,2536058
Indiana,Knox,2018,1216,563241,479879,23415,73117,1140868
Iowa,Story,2017,6,494501,745603,11986,69990,1322086
Alabama,Lauderdale,2017,1631,207417,85512,43811,309343,647714
Wisconsin,Brown,2018,579,112790,346009,227490,154423,841291
Mississippi,Tippah,2018,804,83729,4135,23340,159739,271747
Missouri,Gentry,2018,6,296943,163175,130723,214231,805078
Pennsylvania,Fulton,2013,329,4912,40462,67373,191231,304307
Kansas,Bourbon,2010,278,126150,42837,1132,1025920,1196317
Nebraska,Polk,2011,1246,357914,598940,21571,77713,1057384
Michigan,Chippewa,2011,32848,86,8163,357983,191801,590881
Tennessee,Sevier,2011,8,2554,1413,65,128164,132204
Louisiana,Iberia,2010,79480,11963,283974,1,82623,458041
Iowa,Story,2018,21,521638,719822,12914,67691,1322086
Oklahoma,Woods,2014,85676,1282,792359,70809,303575,1253701
Nebraska,Polk,2012,455,358517,607868,23401,67143,1057384
Pennsylvania,Fulton,2014,464,5778,39360,72938,185767,304307
Kansas,Bourbon,2011,367,122092,73291,1610,998957,1196317
North Dakota,Hettinger,2013,13171,383,1631678,545238,345588,2536058
Tennessee,Sevier,2012,5,2456,1404,15,128324,132204
Alabama,Lauderdale,2018,758,222000,82517,58978,283461,647714
Virginia,Sussex,2009,8415,212775,35552,9583,37524,303849
Nebraska,Polk,2013,1608,347978,614657,26590,66551,1057384
Pennsylvania,Fulton,2015,1197,11391,50106,138781,102832,304307
Kansas,Bourbon,2012,181,126684,63239,1333,1004880,1196317
Indiana,Union,2009,141,133683,144593,4775,28508,311700
Nebraska,Polk,2014,684,358851,603832,35471,58546,1057384
Tennessee,Sevier,2013,291,1934,927,2519,126533,132204
Pennsylvania,Fulton,2016,1390,7418,60489,125174,109836,304307
Indiana,Union,2010,3,130334,143193,2492,35678,311700
Louisiana,Iberia,2011,68662,29679,262788,23,96889,458041
Virginia,Sussex,2010,958,162932,48385,8568,83006,303849
Texas,Jasper,2009,797,466,7312,1778,7781,18134
Indiana,Union,2011,34,127291,149918,1942,32515,311700
Kansas,Bourbon,2013,10642,165585,90352,892118,37620,1196317
Nebraska,Polk,2015,1736,384183,585206,25330,60929,1057384
North Dakota,Hettinger,2014,16414,12010,1438830,531484,537320,2536058
Indiana,Union,2012,17,132200,144844,4426,30213,311700
Pennsylvania,Fulton,2017,44,15237,55583,144206,89237,304307
Tennessee,Sevier,2014,43,3213,487,2558,125903,132204
Oklahoma,Woods,2015,76676,282,867623,39046,270074,1253701
Indiana,Union,2013,64,130906,144177,3479,33074,311700
Virginia,Sussex,2011,2510,142353,27065,8832,123089,303849
Texas,Yoakum,2009,46852,625273,238568,81863,224041,1216597
Michigan,Chippewa,2012,30804,161,7641,378731,173544,590881
Nebraska,Polk,2016,2317,374125,600419,19604,60919,1057384
Indiana,Union,2014,45,137848,139400,3881,30526,311700
Kansas,Bourbon,2014,183,159315,89153,403926,543740,1196317
Pennsylvania,Fulton,2018,815,20401,59963,140222,82906,304307
Indiana,Union,2015,4,139162,142757,4093,25684,311700
Nebraska,Polk,2017,272,400954,576721,19586,59851,1057384
Indiana,Union,2016,36,141549,140016,3544,26555,311700
Tennessee,Sevier,2015,37,3850,1375,9930,117012,132204
Texas,Yoakum,2010,29202,803502,110690,16412,256791,1216597
North Dakota,Hettinger,2015,16343,11778,1553608,595000,359329,2536058
Virginia,Sussex,2012,1299,146923,28156,9937,117534,303849
Indiana,Union,2017,35,141648,141411,4554,24052,311700
California,Monterey,2011,73865,18304,75270,192250,1135552,1495241
Kansas,Bourbon,2015,14308,143623,80274,96947,861165,1196317
Louisiana,Iberia,2012,62271,16073,294324,0,85373,458041
Texas,Jasper,2010,551,27,2046,107,15403,18134
Indiana,Union,2018,6,148345,133787,5575,23987,311700
Nebraska,Polk,2018,47,400450,579806,20988,56093,1057384
Virginia,Sussex,2013,6381,145500,37252,22592,92124,303849
Texas,Yoakum,2011,10289,915065,15082,8908,267253,1216597
Tennessee,Sevier,2016,4,2987,2575,9642,116996,132204
Kansas,Bourbon,2016,1862,154179,87605,102067,850604,1196317
Mississippi,Webster,2009,102,45470,16692,19517,108096,189877
Oklahoma,Woods,2016,70508,5101,876820,33297,267975,1253701
Iowa,Madison,2009,775,273030,286949,17049,536826,1114629
North Dakota,Hettinger,2016,3738,904,1576245,589968,365203,2536058
Virginia,Sussex,2014,3444,154845,26952,23460,95148,303849
Missouri,Linn,2009,6653,301192,124443,162990,387231,982509
Mississippi,Webster,2010,1415,51253,12365,81812,43032,189877
Texas,Yoakum,2012,45521,911374,22396,21654,215652,1216597
Kansas,Bourbon,2017,222,184303,71121,99026,841645,1196317
Iowa,Madison,2010,18,302498,299177,31843,481093,1114629
Virginia,Sussex,2015,3524,160965,35093,20592,83675,303849
Tennessee,Sevier,2017,121,3940,1342,9023,117778,132204
Mississippi,Webster,2011,135,56911,12050,61632,59149,189877
Missouri,Linn,2010,560,253694,91757,56,636442,982509
Louisiana,Iberia,2013,61859,12888,291972,4,91318,458041
Texas,Jasper,2011,23,7,123,0,17981,18134
Texas,Yoakum,2013,25900,764915,130512,39658,255612,1216597
Virginia,Sussex,2016,3301,155913,50995,16649,76991,303849
Iowa,Madison,2011,396,358387,380713,264262,110871,1114629
Mississippi,Webster,2012,199,51015,13295,43846,81522,189877
Kansas,Bourbon,2018,32,170412,88550,120494,816829,1196317
North Dakota,Hettinger,2017,2828,16777,1510826,645420,360207,2536058
Tennessee,Sevier,2018,66,3957,1523,20097,106561,132204
Missouri,Linn,2011,79,259959,114233,30,608208,982509
Michigan,Chippewa,2013,32523,16,3687,398401,156254,590881
Mississippi,Webster,2013,31,50097,14953,29075,95721,189877
Virginia,Sussex,2017,163,158806,47217,18711,78952,303849
Iowa,Madison,2012,137,339207,368636,216034,190615,1114629
Alabama,Randolph,2009,1727,1248,1307,9616,126837,140735
Texas,Yoakum,2014,31689,842195,36153,53493,253067,1216597
Oklahoma,Woods,2017,108317,6610,829809,41870,267095,1253701
Mississippi,Webster,2014,433,52965,14358,49983,72138,189877
Missouri,Linn,2012,477,297046,115631,117971,451384,982509
