state,county,year,NonCrop,GM,Tolerant,Vulnerable,Unclassified,total
Virginia,Sussex,2018,81,160766,44906,21059,77037,303849
Iowa,Madison,2013,585,330970,382777,194951,205346,1114629
Texas,Jasper,2012,26,102,594,6,17406,18134
Alabama,Randolph,2010,1610,692,1425,31277,105731,140735
North Dakota,Hettinger,2018,2716,44553,1546014,609744,333031,2536058
Nebraska,Adams,2009,2005,377509,830602,15683,122101,1347900
Mississippi,Webster,2015,4184,53848,11089,21182,99574,189877
Louisiana,Iberia,2014,61899,31677,270091,713,93661,458041
Wisconsin,Washburn,2009,120,23998,61408,67955,81815,235296
Texas,Yoakum,2015,2981,731705,174386,54577,252948,1216597
Missouri,Linn,2013,434,290909,145221,140719,405226,982509
Iowa,Madison,2014,216,349927,380968,221255,162263,1114629
Alabama,Randolph,2011,656,1338,1805,5659,131277,140735
Mississippi,Webster,2016,665,47957,19907,21619,99729,189877
Nebraska,Adams,2010,1194,395811,795675,13531,141689,1347900
Texas,Yoakum,2016,9711,723788,148872,114824,219402,1216597
Wisconsin,Washburn,2010,331,22363,50889,57218,104495,235296
Iowa,Madison,2015,21372,345357,343926,63858,340116,1114629
Indiana,Washington,2009,6922,178462,169049,20181,162592,537206
Missouri,Linn,2014,175,312565,152488,134400,382881,982509
Alabama,Randolph,2012,1011,1230,3846,19248,115400,140735
Mississippi,Webster,2017,829,59523,11419,30934,87172,189877
Nebraska,Adams,2011,1820,388910,829470,19110,108590,1347900
Texas,Jasper,2013,37,66,505,547,16979,18134
Oklahoma,Woods,2018,98298,7786,851848,42178,253591,1253701
Iowa,Madison,2016,634,324903,375990,72972,340130,1114629
Mississippi,Webster,2018,625,63125,11947,29659,84521,189877
Indiana,Washington,2010,26,157886,171196,10594,197504,537206
Alabama,Randolph,2013,936,687,2388,16055,120669,140735
Nebraska,Adams,2012,275,375718,868033,20373,83501,1347900
Texas,Yoakum,2017,7162,605709,189587,202774,211365,1216597
Missouri,Linn,2015,149915,199193,126449,143517,363435,982509
Pennsylvania,Jefferson,2009,5441,12758,32882,78116,270836,400033
Wisconsin,Washburn,2011,17,20954,53367,29804,131154,235296
Louisiana,Iberia,2015,66130,40388,270399,142,80982,458041
Nebraska,Adams,2013,827,348407,887358,19732,91576,1347900
Indiana,Washington,2011,281,178978,199960,1332,156655,537206
Tennessee,Smith,2009,119,9941,4291,29064,135872,179287
Iowa,Madison,2017,29,354018,358755,122999,278828,1114629
Missouri,Linn,2016,201,332736,173002,156487,320083,982509
Texas,Yoakum,2018,1626,880902,73950,65897,194222,1216597
Michigan,Chippewa,2014,15518,88,9392,411073,154810,590881
Alabama,Randolph,2014,717,967,3263,18650,117138,140735
Pennsylvania,Jefferson,2010,18073,6501,38118,136021,201320,400033
Wisconsin,Washburn,2012,122,21745,61466,42858,109105,235296
California,Monterey,2012,78278,1896,72172,460962,881933,1495241
Texas,Jasper,2014,224,42,845,768,16255,18134
Indiana,Washington,2012,178,182672,196117,15368,142871,537206
Nebraska,Adams,2014,176,409087,830768,22178,85691,1347900
Tennessee,Smith,2010,352,13961,8557,93231,63186,179287
Iowa,Madison,2018,406,339388,367099,128053,279683,1114629
Missouri,Linn,2017,99,356868,146658,166326,312558,982509
Alabama,Randolph,2015,1646,973,9416,35067,93633,140735
Tennessee,Smith,2011,94,9061,2248,1115,166769,179287
Pennsylvania,Jefferson,2011,35988,14538,52626,187088,109793,400033
Nebraska,Adams,2015,947,424467,833441,13051,75994,1347900
Wisconsin,Washburn,2013,121,23573,75594,37500,98508,235296
Indiana,Washington,2013,133,176939,204036,15123,140975,537206
Tennessee,Smith,2012,23,8406,6426,1173,163259,179287
Missouri,Linn,2018,19,346065,166510,195550,274365,982509
Alabama,Randolph,2016,3449,603,7572,34002,95109,140735
Kansas,Elk,2009,279,58402,33531,14166,161560,267938
Nebraska,Adams,2016,1310,382815,878637,12265,72873,1347900
Indiana,Washington,2014,26,194588,186740,14065,141787,537206
Pennsylvania,Jefferson,2012,42850,13537,64372,178403,100871,400033
Louisiana,Iberia,2016,70361,27634,281414,48,78584,458041
Wisconsin,Washburn,2014,251,22623,67389,51085,93948,235296
Tennessee,Smith,2013,19,10482,7244,16956,144586,179287
Texas,Jasper,2015,157,9,272,203,17493,18134
Alabama,Randolph,2017,1470,371,6243,38023,94628,140735
Nebraska,Adams,2017,790,410798,851805,13670,70837,1347900
Kansas,Elk,2010,319,56754,33501,1178,176186,267938
Tennessee,Smith,2014,50,9490,8333,13632,147782,179287
Indiana,Washington,2015,31,210642,203644,16849,106040,537206
Idaho,Camas,2009,27051,0,62164,292347,148027,529589
Wisconsin,Washburn,2015,424,28073,65803,50710,90286,235296
Pennsylvania,Jefferson,2013,5868,16531,40600,42898,294136,400033
Alabama,Randolph,2018,523,1631,6449,33951,98181,140735
Tennessee,Smith,2015,33,15787,7897,44712,110858,179287
Kansas,Elk,2011,233,64324,32312,2233,168836,267938
Nebraska,Adams,2018,482,438132,830657,14128,64501,1347900
Indiana,Washington,2016,1672,226784,184252,20707,103791,537206
Tennessee,Smith,2016,30,13867,11195,44131,110064,179287
Wisconsin,Washburn,2016,270,32284,64218,52343,86181,235296
Pennsylvania,Jefferson,2014,8113,18108,32789,45205,295818,400033
Kansas,Elk,2012,344,52531,36880,2126,176057,267938
Texas,Jasper,2016,335,13,369,85,17332,18134
Tennessee,Smith,2017,680,15782,10515,46641,105669,179287
Idaho,Camas,2010,6038,0,52979,254572,216000,529589
Indiana,Washington,2017,1149,237870,174965,26000,97222,537206
Louisiana,Iberia,2017,58066,41749,277233,199,80794,458041
Mississippi,Yalobusha,2009,2470,53929,7164,18791,139542,221896
Kansas,Elk,2013,1737,46549,54531,114579,50542,267938
Wisconsin,Washburn,2017,1022,32326,61394,51941,88613,235296
Tennessee,Smith,2018,15,19527,11010,49265,99470,179287
Michigan,Chippewa,2015,12509,321,7359,361246,209446,590881
Pennsylvania,Jefferson,2015,11519,25875,41328,102849,218462,400033
Indiana,Washington,2018,164,258579,161771,29461,87231,537206
Mississippi,Yalobusha,2010,7256,51640,9468,85585,67947,221896
Kansas,Elk,2014,267,52131,29147,28938,157455,267938
Wisconsin,Washburn,2018,130,38615,60113,53834,82604,235296
Mississippi,Yalobusha,2011,4109,47555,10271,33577,126384,221896
North Dakota,McIntosh,2009,8330,324083,526760,261493,594469,1715135
Pennsylvania,Jefferson,2016,15973,21765,49453,97773,215069,400033
Iowa,Guthrie,2009,679,371011,476226,9668,445410,1302994
Idaho,Camas,2011,7267,0,84523,322032,115767,529589
Kansas,Elk,2015,1166,58587,39131,12549,156505,267938
Texas,Jasper,2017,618,23,1405,457,15631,18134
Mississippi,Yalobusha,2012,3367,47733,10873,25161,134762,221896
Iowa,Guthrie,2010,11,403222,525987,15818,357956,1302994
Kansas,Elk,2016,848,64911,32185,14793,155201,267938
Pennsylvania,Jefferson,2017,6161,25199,53496,101515,213662,400033
Louisiana,Iberia,2018,67531,28354,284296,360,77500,458041
Mississippi,Yalobusha,2013,1367,45368,8145,16033,150983,221896
North Dakota,McIntosh,2010,2024,316066,434178,250509,712358,1715135
Kansas,Elk,2017,6,77744,24964,12177,153047,267938
Iowa,Guthrie,2011,5,392322,590676,213468,106523,1302994
Mississippi,Yalobusha,2014,4408,42805,7209,34414,133060,221896
Pennsylvania,Jefferson,2018,5810,25446,59331,111167,198279,400033
California,Monterey,2013,108409,5632,84207,443991,853002,1495241
Idaho,Camas,2012,7453,0,68176,346920,107040,529589
Missouri,Christian,2009,8,1138,3301,9000,45674,59121
Texas,Jasper,2018,112,92,674,327,16929,18134
Kansas,Elk,2018,3,75561,29007,18508,144859,267938
Iowa,Guthrie,2012,510,400484,566161,158765,177074,1302994
Mississippi,Yalobusha,2015,3734,54163,6359,8331,149309,221896
North Dakota,McIntosh,2011,7506,340486,574891,355448,436804,1715135
Oklahoma,Hughes,2009,726,5678,20202,36952,69703,133261
Nebraska,Wheeler,2009,2916,58752,188023,72828,185085,507604
Missouri,Christian,2010,1,2180,1410,10,55520,59121
Mississippi,Yalobusha,2016,3236,53039,5155,25953,134513,221896
Iowa,Guthrie,2013,0,391111,579629,140468,191786,1302994
Nebraska,Wheeler,2010,1162,55527,178552,11676,260687,507604
Michigan,Chippewa,2016,48434,17,16037,330142,196251,590881
Indiana,Cass,2009,340,338695,464377,18251,87723,909386
Missouri,Christian,2011,3,2790,1931,322,54075,59121
North Dakota,McIntosh,2012,3775,445832,524825,215253,525450,1715135
Oklahoma,Hughes,2010,888,8478,16403,856,106636,133261
Mississippi,Yalobusha,2017,381,52721,3817,34408,130569,221896
Wisconsin,Calumet,2009,524,92758,276568,144112,132650,646612
Iowa,Guthrie,2014,6,450160,542473,172390,137965,1302994
Idaho,Camas,2013,14790,0,68436,248241,198122,529589
Nebraska,Wheeler,2011,792,53345,205729,113724,134014,507604
Indiana,Cass,2010,219,328911,472432,10883,96941,909386
Rhode Island,Newport,2009,1120,0,6740,16923,46742,71525
Missouri,Christian,2012,12,5831,4398,8830,40050,59121
Mississippi,Yalobusha,2018,1839,56752,3692,29619,129994,221896
Rhode Island,Newport,2010,4851,0,6102,38563,22009,71525
Oklahoma,Hughes,2011,1307,10355,23597,1833,96169,133261
Nebraska,Wheeler,2012,189,68419,203764,129552,105680,507604
Iowa,Guthrie,2015,1237,410982,566020,54889,269866,1302994
Indiana,Cass,2011,837,333019,475427,20981,79122,909386
Wisconsin,Calumet,2010,287,102557,247148,156837,139783,646612
Rhode Island,Newport,2011,3679,0,4758,39243,23845,71525
North Dakota,McIntosh,2013,3379,480938,563441,253817,413560,1715135
Missouri,Christian,2013,74,2160,6850,11716,38321,59121
Rhode Island,Newport,2012,1999,0,6372,33795,29359,71525
Nebraska,Wheeler,2013,508,58921,206116,114925,127134,507604
Indiana,Cass,2012,297,337814,474017,18067,79191,909386
Wisconsin,Calumet,2011,175,94112,272582,137679,142064,646612
Rhode Island,Newport,2013,1525,39,4206,21995,43760,71525
Oklahoma,Hughes,2012,728,14853,20113,808,96759,133261
Iowa,Guthrie,2016,9,411496,562822,56044,272623,1302994
Tennessee,Sumner,2009,21,39481,31640,78045,381132,530319
Rhode Island,Newport,2014,1349,15,6557,36991,26613,71525
Missouri,Christian,2014,89,1805,6659,10356,40212,59121
Nebraska,Wheeler,2014,2061,80837,168806,147770,108130,507604
Idaho,Camas,2014,6826,0,39559,267063,216141,529589
Wisconsin,Calumet,2012,236,102584,279782,149372,114638,646612
Indiana,Cass,2013,1111,307600,503265,21341,76069,909386
North Dakota,McIntosh,2014,4717,525408,524166,259553,401291,1715135
Rhode Island,Newport,2015,949,0,6486,30996,33094,71525
Iowa,Guthrie,2017,8,442893,547572,75394,237127,1302994
Oklahoma,Hughes,2013,539,6339,26606,649,99128,133261
Rhode Island,Newport,2016,3309,3,4604,33827,29782,71525
Tennessee,Sumner,2010,250,58264,40707,317744,113354,530319
Wisconsin,Calumet,2013,456,90346,276745,134941,144124,646612
Nebraska,Wheeler,2015,4543,84505,182286,20571,215699,507604
Missouri,Christian,2015,223,2441,6593,7178,42686,59121
Indiana,Cass,2014,531,361398,451684,21486,74287,909386
Rhode Island,Newport,2017,2765,0,5210,36867,26683,71525
Iowa,Guthrie,2018,9,453601,530136,83335,235913,1302994
Wisconsin,Calumet,2014,510,108054,257160,159508,121380,646612
Rhode Island,Newport,2018,3040,0,5022,38182,25281,71525
Nebraska,Wheeler,2016,6694,87893,177224,21338,214455,507604
North Dakota,McIntosh,2015,11778,508590,583687,248092,362988,1715135
Oklahoma,Hughes,2014,228,9450,18192,2397,102994,133261
Indiana,Cass,2015,1039,336766,484100,23370,64111,909386
Tennessee,Sumner,2011,52,52152,34542,207,443366,530319
Missouri,Christian,2016,58,5610,4511,8614,40328,59121
Wisconsin,Calumet,2015,1291,102504,259648,180855,102314,646612
Idaho,Camas,2015,7860,0,61646,317361,142722,529589
Indiana,Cass,2016,3,361394,459900,22639,65450,909386
Nebraska,Wheeler,2017,404,76791,194636,80596,155177,507604
Wisconsin,Calumet,2016,62,110137,258101,182969,95343,646612
Oklahoma,Hughes,2015,1194,5540,24391,9682,92454,133261
Tennessee,Sumner,2012,0,45880,46894,283,437262,530319
Missouri,Christian,2017,7,4483,3078,5429,46124,59121
Michigan,Chippewa,2017,27745,101,10975,385787,166273,590881
North Dakota,McIntosh,2016,2244,506872,596702,264149,345168,1715135
Kansas,Kiowa,2009,118216,72739,539957,14753,134395,880060
Texas,Comanche,2009,76348,296,153322,301805,635803,1167574
Indiana,Cass,2017,105,390559,434083,22750,61889,909386
Nebraska,Wheeler,2018,2585,79710,187542,88692,149075,507604
Wisconsin,Calumet,2017,19462,126571,247182,149329,104068,646612
Missouri,Christian,2018,23,5469,4010,14333,35286,59121
Oklahoma,Hughes,2016,70,8051,22461,13681,88998,133261
Indiana,Cass,2018,74,398567,427121,22691,60933,909386
Idaho,Camas,2016,2676,0,54492,326993,145428,529589
Wisconsin,Calumet,2018,1334,126542,271657,149685,97394,646612
Kansas,Kiowa,2010,95595,95941,560093,16917,111514,880060
Tennessee,Sumner,2013,8,64591,35717,26326,403677,530319
Washington,Benton,2009,384622,2,631431,633650,579752,2229457
North Dakota,McIntosh,2017,8007,605511,530044,227588,343985,1715135
California,Monterey,2014,135558,2333,86188,547066,724096,1495241
Oklahoma,Hughes,2017,319,8626,23245,11467,89604,133261
Kansas,Kiowa,2011,106712,65615,553750,17414,136569,880060
Tennessee,Sumner,2014,5,61392,39179,5239,424504,530319
Texas,Comanche,2010,143178,6318,201132,69930,747016,1167574
Idaho,Camas,2017,6284,0,53216,327573,142516,529589
North Dakota,McIntosh,2018,6798,598993,556294,241547,311503,1715135
Oklahoma,Hughes,2018,286,7286,28441,26207,71041,133261
Tennessee,Sumner,2015,23,86185,39152,82815,322144,530319
Kansas,Kiowa,2012,109207,59807,566468,14682,129896,880060
Mississippi,Perry,2009,70,2267,2025,4279,43242,51883
Washington,Benton,2010,382880,16,556006,553496,737059,2229457
Iowa,Cedar,2009,17,467268,680864,6475,185021,1339645
Indiana,Tipton,2009,61,361326,286857,1840,27577,677661
Texas,Comanche,2011,80328,28702,146042,57587,854915,1167574
Kansas,Kiowa,2013,116937,38511,595693,19493,109426,880060
Tennessee,Sumner,2016,287,77119,50553,74966,327394,530319
Mississippi,Perry,2010,365,6060,818,10537,34103,51883
Indiana,Tipton,2010,11,312582,330822,1352,32894,677661
Iowa,Cedar,2010,18,479642,754381,7565,98039,1339645
Indiana,Tipton,2011,55,330497,318364,1568,27177,677661
Idaho,Camas,2018,2928,0,49775,339980,136906,529589
Rhode Island,Providence,2009,272,0,5239,9286,54558,69355
Kansas,Kiowa,2014,96718,38040,530788,18128,196386,880060
Mississippi,Perry,2011,450,6202,2547,17017,25667,51883
Indiana,Tipton,2012,61,325304,318807,2489,31000,677661
Tennessee,Sumner,2017,1210,87007,39503,85130,317469,530319
Iowa,Cedar,2011,5,432223,764347,41680,101390,1339645
Indiana,Tipton,2013,41,307330,338154,1978,30158,677661
Rhode Island,Providence,2010,1291,0,6692,36406,24966,69355
Washington,Benton,2011,364112,2,563733,661396,640214,2229457
Michigan,Chippewa,2018,483,566,7514,418114,164204,590881
Kansas,Kiowa,2015,99556,67409,603143,20553,89399,880060
Mississippi,Perry,2012,29,5150,728,6231,39745,51883
Texas,Comanche,2012,96409,26413,169385,37542,837825,1167574
Missouri,Andrew,2009,3770,294857,247638,37329,160373,743967
Indiana,Tipton,2014,26,336479,311888,1495,27773,677661
Iowa,Cedar,2012,2,465668,704406,26003,143566,1339645
Tennessee,Sumner,2018,158,83147,46704,87374,312936,530319
Rhode Island,Providence,2011,1613,0,4984,27326,35432,69355
Indiana,Tipton,2015,245,334862,315527,2389,24638,677661
Mississippi,Perry,2013,177,2118,2543,5664,41381,51883
Kansas,Kiowa,2016,126462,40686,605158,26314,81440,880060
Missouri,Andrew,2010,2,278579,203446,6,261934,743967
Iowa,Cedar,2013,0,469991,691926,27840,149888,1339645
Indiana,Tipton,2016,5,339320,311564,4068,22704,677661
Rhode Island,Providence,2012,1502,0,4953,22378,40522,69355
Alabama,Tuscaloosa,2009,21990,29007,14790,32295,155754,253836
Mississippi,Perry,2014,209,2646,430,5620,42978,51883
Indiana,Tipton,2017,11,348175,303310,1928,24237,677661
Missouri,Andrew,2011,13,254149,248026,2158,239621,743967
Kansas,Kiowa,2017,139085,89804,544541,21019,85611,880060
Nebraska,Antelope,2009,3915,556370,923484,68148,283871,1835788
Rhode Island,Providence,2013,2303,1,2262,10186,54603,69355
New Mexico,Taos,2009,612,1,37,15557,151459,167666
Washington,Benton,2012,358781,408,543813,706357,620098,2229457
Iowa,Cedar,2014,2,511033,655596,31944,141070,1339645
Indiana,Tipton,2018,21,360230,290954,3513,22943,677661
Texas,Comanche,2013,55633,24688,158717,344107,584429,1167574
Missouri,Andrew,2012,126,301280,229488,24272,188801,743967
Kansas,Kiowa,2018,115535,99398,566247,20468,78412,880060
Mississippi,Perry,2015,3,7844,1272,4690,38074,51883
Rhode Island,Providence,2014,2735,3,3291,25326,38000,69355
Iowa,Cedar,2015,0,493582,699651,18684,127728,1339645
Nebraska,Antelope,2010,1562,553796,876748,49719,353963,1835788
Missouri,Andrew,2013,77,280139,265804,24443,173504,743967
Mississippi,Perry,2016,3,6917,1361,4540,39062,51883
Rhode Island,Providence,2015,2496,6,2757,19915,44181,69355
Iowa,Cedar,2016,76,508618,686556,19748,124647,1339645
Texas,Jefferson,2009,193015,1612,89539,138881,363823,786870
Wisconsin,Dunn,2009,439,203131,520846,278850,296436,1299702
Missouri,Andrew,2014,117,303368,246835,31482,162165,743967
Alabama,Tuscaloosa,2010,10949,32953,22923,26596,160415,253836
Nebraska,Antelope,2011,2638,509386,1001452,81956,240356,1835788
Mississippi,Perry,2017,2148,4717,404,6450,38164,51883
Rhode Island,Providence,2016,1354,1,2917,19916,45167,69355
Missouri,Andrew,2015,115783,244338,203368,31618,148860,743967
Iowa,Cedar,2017,8,523374,670973,21629,123661,1339645
Texas,Comanche,2014,72972,34011,171689,387799,501103,1167574
Washington,Benton,2013,405570,1,546133,600521,677232,2229457
California,Monterey,2015,289002,3605,54995,495657,651982,1495241
Wisconsin,Dunn,2010,235,227582,420976,215406,435503,1299702
Nebraska,Antelope,2012,1153,561776,986024,94289,192546,1835788
Mississippi,Perry,2018,5,11770,978,4323,34807,51883
Missouri,Andrew,2016,546,286193,291167,38847,127214,743967
Iowa,Cedar,2018,18,528084,670764,19712,121067,1339645
Rhode Island,Providence,2017,1835,0,3366,22348,41806,69355
Oklahoma,Kingfisher,2009,24345,12321,1394987,31563,411529,1874745
Texas,Jefferson,2010,76904,1384,105236,355,602991,786870
Missouri,Andrew,2017,0,329174,252225,31840,130728,743967
Rhode Island,Providence,2018,1770,0,3351,23002,41232,69355
Nebraska,Antelope,2013,2568,506139,1028665,90634,207782,1835788
Kentucky,Anderson,2009,4,1298,2206,31797,90992,126297
Wisconsin,Dunn,2011,440,219875,482834,161349,435204,1299702
Texas,Comanche,2015,61913,18466,202527,356746,527922,1167574
Alabama,Tuscaloosa,2011,11089,23089,14203,8197,197258,253836
Missouri,Andrew,2018,20,317324,270817,43084,112722,743967
New Mexico,Taos,2010,319,53,89,94646,72559,167666
Kentucky,Anderson,2010,0,1390,1505,27239,96163,126297
Oklahoma,Kingfisher,2010,62765,26521,1370872,51196,363391,1874745
Tennessee,Weakley,2009,2200,453340,231352,37995,218000,942887
North Dakota,Wells,2009,87244,587891,1173112,353806,771785,2973838
Michigan,Gladwin,2009,27090,32055,58932,79255,179673,377005
Kentucky,Anderson,2011,0,1428,1638,941,122290,126297
Nebraska,Antelope,2014,3022,633617,899242,109898,190009,1835788
Texas,Jefferson,2011,41064,3072,98456,2459,641819,786870
Wisconsin,Dunn,2012,18,213348,505935,193710,386691,1299702
Indiana,Daviess,2009,26223,303183,363977,12491,123805,829679
Kentucky,Anderson,2012,0,1914,2264,452,121667,126297
Washington,Benton,2014,378275,0,637179,616120,597883,2229457
Michigan,Gladwin,2010,76158,32227,72766,131877,63977,377005
